Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type
1245222,DB09268,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00671,picosulfuric acid,cefixime,Unknown,Antagonism
1245331,DB01104,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB01016,sertraline,glyburide,Moderate,Synergism
1245435,DB11827,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06788,ertugliflozin,histrelin,Moderate,Antagonism
1245585,DB06203,the risk or severity of angioedema can be increased when (.*) is combined with (.*).,DB00691,alogliptin,moexipril,Moderate,Synergism
1245608,DB00927,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB11730,famotidine,ribociclib,Unknown,Synergism
1245681,DB01268,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01137,sunitinib,levofloxacin,Unknown,Synergism
1245706,DB08864,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06724,rilpivirine,calcium carbonate,Moderate,Antagonism
1245778,DB01113,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB04844,papaverine,tetrabenazine,Major,Synergism
1245805,DB01191,the metabolism of (.*) can be decreased when combined with (.*).,DB09291,dexfenfluramine,rolapitant,Moderate,Synergism
1245818,DB00263,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00839,sulfisoxazole,tolazamide,Moderate,Synergism
1245855,DB00999,the excretion of (.*) can be decreased when combined with (.*).,DB01017,hydrochlorothiazide,minocycline,Minor,Synergism
1245906,DB00176,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00222,fluvoxamine,glimepiride,Unknown,Synergism
1245926,DB00370,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB01156,mirtazapine,bupropion,Major,Synergism
1245966,DB00996,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01105,gabapentin,sibutramine,Moderate,Synergism
1246016,DB09043,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01165,albiglutide,ofloxacin,Unknown,Synergism
1246106,DB00414,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00863,acetohexamide,ranitidine,Unknown,Synergism
1246176,DB01276,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01403,exenatide,methotrimeprazine,Moderate,Antagonism
1246192,DB00704,the metabolism of (.*) can be decreased when combined with (.*).,DB00398,naltrexone,sorafenib,Unknown,Synergism
1246404,DB00690,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB01156,flurazepam,bupropion,Moderate,New Adverse
1246560,DB01240,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00742,epoprostenol,mannitol,Moderate,Antagonism
1246592,DB00966,(.*) may increase the hyperkalemic activities of (.*).,DB11098,telmisartan,potassium bicarbonate,Major,Synergism
1246595,DB06282,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00836,levocetirizine,loperamide,Moderate,Synergism
1246674,DB00572,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01062,atropine,oxybutynin,Moderate,New Adverse
1246760,DB00313,the excretion of (.*) can be decreased when combined with (.*).,DB00736,valproic acid,esomeprazole,Unknown,Synergism
1246794,DB08877,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,ruxolitinib,clarithromycin,Unknown,Synergism
1246808,DB00369,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00781,cidofovir,polymyxin b,Major,New Adverse
1246872,DB11978,the metabolism of (.*) can be decreased when combined with (.*).,DB08882,glasdegib,linagliptin,Unknown,Synergism
1246913,DB00741,the risk or severity of electrolyte imbalance can be increased when (.*) is combined with (.*).,DB00880,hydrocortisone,chlorothiazide,Moderate,New Adverse
1246987,DB00723,the risk or severity of hypertension can be increased when (.*) is combined with (.*).,DB00937,methoxamine,diethylpropion,Moderate,Synergism
1247017,DB11951,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00501,lemborexant,cimetidine,Major,Synergism
1247049,DB01234,the metabolism of (.*) can be decreased when combined with (.*).,DB00696,dexamethasone,ergotamine,Moderate,Synergism
1247080,DB06819,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00635,phenylbutyric acid,prednisone,Moderate,Antagonism
1247122,DB00288,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00030,amcinonide,insulin human,Unknown,Synergism
1247137,DB00921,the metabolism of (.*) can be decreased when combined with (.*).,DB00836,buprenorphine,loperamide,Unknown,Synergism
1247147,DB01336,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00512,metocurine,vancomycin,Moderate,Synergism
1247154,DB09564,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01359,insulin degludec,penbutolol,Moderate,Synergism
1247156,DB00782,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01403,propantheline,methotrimeprazine,Moderate,New Adverse
1247212,DB00747,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01122,scopolamine,ambenonium,Unknown,Antagonism
1247245,DB00443,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB01274,betamethasone,arformoterol,Minor,New Adverse
1247291,DB00839,(.*) may decrease the hypoglycemic activities of (.*).,DB00024,tolazamide,thyrotropin alfa,Moderate,Antagonism
1247311,DB00346,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00836,alfuzosin,loperamide,Moderate,Synergism
1247507,DB01224,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11130,quetiapine,opium,Moderate,Synergism
1247517,DB01307,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB14509,insulin detemir,lithium carbonate,Unknown,Synergism
1247564,DB00782,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB01069,propantheline,promethazine,Moderate,New Adverse
1247600,DB06203,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00603,alogliptin,medroxyprogesterone acetate,Moderate,Antagonism
1247644,DB00784,(.*) may increase the hyperkalemic activities of (.*).,DB11098,mefenamic acid,potassium bicarbonate,Moderate,Synergism
1247661,DB00945,(.*) may increase the antiplatelet activities of (.*).,DB11133,acetylsalicylic acid,omega-3 fatty acids,Moderate,Synergism
1247764,DB00047,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01395,insulin glargine,drospirenone,Moderate,Antagonism
1247807,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06791,glipizide,lanreotide,Moderate,Antagonism
1247857,DB00562,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00424,benzthiazide,hyoscyamine,Minor,Synergism
1247998,DB06480,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00872,prucalopride,conivaptan,Minor,Synergism
1248017,DB00166,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00912,lipoic acid,repaglinide,Minor,Synergism
1248050,DB13928,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01059,semaglutide,norfloxacin,Moderate,Synergism
1248131,DB00182,(.*) can cause an increase in the absorption of (.*) resulting in an increased serum concentration and potentially a worsening of adverse effects.,DB00213,amphetamine,pantoprazole,Unknown,Synergism
1248217,DB11130,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,opium,nabilone,Moderate,Synergism
1248236,DB00685,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB09407,trovafloxacin,magnesium chloride,Moderate,Antagonism
1248291,DB01016,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00610,glyburide,metaraminol,Unknown,Antagonism
1248470,DB00470,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00363,dronabinol,clozapine,Moderate,Synergism
1248495,DB09389,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,norgestrel,clarithromycin,Moderate,Synergism
1248590,DB00407,(.*) may increase the anticoagulant activities of (.*).,DB00945,ardeparin,acetylsalicylic acid,Unknown,Synergism
1248654,DB00604,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01175,cisapride,escitalopram,Unknown,Synergism
1248723,DB00030,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06343,insulin human,teprotumumab,Moderate,Antagonism
1248725,DB00209,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00737,trospium,meclizine,Unknown,New Adverse
1248767,DB00860,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB00491,prednisolone,miglitol,Moderate,Synergism
1248768,DB01036,the metabolism of (.*) can be decreased when combined with (.*).,DB00574,tolterodine,fenfluramine,Minor,Synergism
1248822,DB01045,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00448,rifampicin,lansoprazole,Moderate,Antagonism
1248892,DB00046,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB06016,insulin lispro,cariprazine,Moderate,Antagonism
1248901,DB09072,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB11130,sodium oxybate,opium,Major,Synergism
1248969,DB01124,the protein binding of (.*) can be decreased when combined with (.*).,DB00482,tolbutamide,celecoxib,Moderate,Synergism
1248991,DB00377,the metabolism of (.*) can be increased when combined with (.*).,DB01323,palonosetron,st. john's wort,Major,Antagonism
1249004,DB00450,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01113,droperidol,papaverine,Unknown,Synergism
1249037,DB00477,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01113,chlorpromazine,papaverine,Moderate,Synergism
1249092,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00503,pramlintide,ritonavir,Moderate,Antagonism
1249093,DB00526,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00916,oxaliplatin,metronidazole,Moderate,Synergism
1249283,DB00860,the risk or severity of gastrointestinal irritation can be increased when (.*) is combined with (.*).,DB00788,prednisolone,naproxen,Unknown,New Adverse
1249352,DB00731,the metabolism of (.*) can be decreased when combined with (.*).,DB01118,nateglinide,amiodarone,Moderate,Synergism
1249396,DB15233,the metabolism of (.*) can be decreased when combined with (.*).,DB01211,avapritinib,clarithromycin,Major,Synergism
1249419,DB00472,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00916,fluoxetine,metronidazole,Minor,Synergism
1249430,DB00414,(.*) may decrease the hypoglycemic activities of (.*).,DB01151,acetohexamide,desipramine,Moderate,Antagonism
1249569,DB00741,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB00867,hydrocortisone,ritodrine,Minor,New Adverse
1249680,DB00454,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01191,meperidine,dexfenfluramine,Unknown,Synergism
1249877,DB01336,the risk or severity of myopathy and weakness can be increased when (.*) is combined with (.*).,DB00620,metocurine,triamcinolone,Moderate,New Adverse
1249909,DB00489,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB06723,sotalol,aluminum hydroxide,Minor,Antagonism
1249917,DB01278,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01267,pramlintide,paliperidone,Moderate,Antagonism
1249954,DB06216,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,asenapine,nabilone,Moderate,Synergism
