Unnamed: 0,Drug1 ID,Interaction,Drug2 ID,Drug1_Name,Drug2_Name,Interaction_Level,Interaction_Type,Adverse_Effect
1043056,DB06799,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB09481,methenamine,magnesium carbonate,Moderate,Antagonism,Unknown
1043071,DB00222,(.*) may increase the hypoglycemic activities of (.*).,DB06412,glimepiride,oxymetholone,Moderate,Synergism,Unknown
1043172,DB00191,the risk or severity of serotonin syndrome can be increased when (.*) is combined with (.*).,DB01191,phentermine,dexfenfluramine,Major,Synergism,Unknown
1043173,DB00412,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00774,rosiglitazone,hydroflumethiazide,Moderate,Antagonism,Unknown
1043206,DB01067,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01238,glipizide,aripiprazole,Moderate,Antagonism,Unknown
1043239,DB01067,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00559,glipizide,bosentan,Moderate,Synergism,Unknown
1043287,DB00289,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00836,atomoxetine,loperamide,Moderate,Synergism,Unknown
1043326,DB00672,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00294,chlorpropamide,etonogestrel,Moderate,Antagonism,Unknown
1043334,DB01234,the serum concentration of (.*) can be increased when it is combined with (.*).,DB00023,dexamethasone,asparaginase escherichia coli,Moderate,Synergism,Unknown
1043341,DB01254,the metabolism of (.*) can be increased when combined with (.*).,DB09046,dasatinib,metreleptin,Moderate,Antagonism,Unknown
1043419,DB00819,the risk or severity of lactic acidosis can be increased when (.*) is combined with (.*).,DB00331,acetazolamide,metformin,Major,Synergism,Unknown
1043422,DB06237,the risk or severity of hypotension can be increased when (.*) is combined with (.*).,DB01113,avanafil,papaverine,Moderate,Synergism,Unknown
1043423,DB11098,the risk or severity of hyperkalemia can be increased when (.*) is combined with (.*).,DB00594,potassium bicarbonate,amiloride,Major,Synergism,Unknown
1043462,DB13873,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00222,fenofibric acid,glimepiride,Moderate,Synergism,Unknown
1043482,DB00254,the absorption of (.*) can be decreased when combined with (.*).,DB13749,doxycycline,magnesium gluconate,Moderate,Antagonism,Unknown
1043492,DB00912,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00703,repaglinide,methazolamide,Moderate,Synergism,Unknown
1043586,DB00836,the excretion of (.*) can be decreased when combined with (.*).,DB11828,loperamide,neratinib,Moderate,Synergism,Unknown
1043602,DB00401,the metabolism of (.*) can be increased when combined with (.*).,DB01234,nisoldipine,dexamethasone,Moderate,Antagonism,Unknown
1043618,DB00321,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB11130,amitriptyline,opium,Moderate,New Adverse,Adverse effects
1043625,DB09045,(.*) may increase the thrombogenic activities of (.*).,DB00655,dulaglutide,estrone,Moderate,Synergism,Unknown
1043735,DB00916,the metabolism of (.*) can be increased when combined with (.*).,DB00065,metronidazole,infliximab,Moderate,Antagonism,Unknown
1043765,DB00530,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00501,erlotinib,cimetidine,Moderate,Antagonism,Unknown
1043768,DB00771,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00545,clidinium,pyridostigmine,Moderate,Antagonism,Unknown
1043911,DB01156,the risk or severity of seizure can be increased when (.*) is combined with (.*).,DB01362,bupropion,iohexol,Major,Synergism,Unknown
1043975,DB00280,the risk or severity of hypoglycemia can be increased when (.*) is combined with (.*).,DB00047,disopyramide,insulin glargine,Moderate,Synergism,Unknown
1043988,DB00358,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00757,mefloquine,dolasetron,Major,Synergism,Unknown
1044040,DB00564,the metabolism of (.*) can be decreased when combined with (.*).,DB06335,carbamazepine,saxagliptin,Moderate,Synergism,Unknown
1044041,DB00797,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB08907,tolazoline,canagliflozin,Moderate,New Adverse,Adverse effects
1044082,DB01403,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB00836,methotrimeprazine,loperamide,Moderate,Synergism,Unknown
1044118,DB01222,the metabolism of (.*) can be decreased when combined with (.*).,DB06448,budesonide,lonafarnib,Major,Synergism,Unknown
1044168,DB00836,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01599,loperamide,probucol,Moderate,Synergism,Unknown
1044169,DB00222,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01264,glimepiride,darunavir,Moderate,Antagonism,Unknown
1044170,DB09129,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB01261,chromic chloride,sitagliptin,Moderate,Synergism,Unknown
1044198,DB00377,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB00508,palonosetron,triflupromazine,Moderate,New Adverse,CNS depression
1044325,DB00377,the metabolism of (.*) can be decreased when combined with (.*).,DB01087,palonosetron,primaquine,Moderate,Synergism,Unknown
1044498,DB00543,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB01211,amoxapine,clarithromycin,Moderate,Synergism,Unknown
1044505,DB01309,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01395,insulin glulisine,drospirenone,Moderate,Antagonism,Unknown
1044508,DB01563,the risk or severity of cns depression can be increased when (.*) is combined with (.*).,DB11130,chloral hydrate,opium,Moderate,New Adverse,CNS depression
1044686,DB00641,the metabolism of (.*) can be increased when combined with (.*).,DB01045,simvastatin,rifampicin,Major,Antagonism,Unknown
1044707,DB00387,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01233,procyclidine,metoclopramide,Moderate,Antagonism,Unknown
1044710,DB06817,(.*) can cause an increase in the absorption of (.*) resulting in an increased serum concentration and potentially a worsening of adverse effects.,DB00448,raltegravir,lansoprazole,Minor,Synergism,Unknown
1044814,DB00254,(.*) may increase the excretion rate of (.*) which could result in a lower serum level and potentially a reduction in efficacy.,DB00594,doxycycline,amiloride,Minor,Antagonism,Unknown
1044933,DB11827,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01021,ertugliflozin,trichlormethiazide,Moderate,Antagonism,Unknown
1044939,DB11126,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00524,calcium gluconate,metolazone,Moderate,Synergism,Unknown
1044943,DB00047,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00627,insulin glargine,niacin,Moderate,Antagonism,Unknown
1044975,DB01136,the metabolism of (.*) can be decreased when combined with (.*).,DB08909,carvedilol,glycerol phenylbutyrate,Moderate,Synergism,Unknown
1045145,DB06655,(.*) may decrease the hypoglycemic activities of (.*).,DB09100,liraglutide,"thyroid, porcine",Moderate,Antagonism,Unknown
1045178,DB09049,the metabolism of (.*) can be increased when combined with (.*).,DB01201,naloxegol,rifapentine,Major,Antagonism,Unknown
1045193,DB00957,the metabolism of (.*) can be increased when combined with (.*).,DB09046,norgestimate,metreleptin,Moderate,Antagonism,Unknown
1045379,DB09039,the metabolism of (.*) can be decreased when combined with (.*).,DB09118,eliglustat,stiripentol,Major,Synergism,Unknown
1045412,DB00571,the metabolism of (.*) can be decreased when combined with (.*).,DB05990,propranolol,obeticholic acid,Moderate,Synergism,Unknown
1045437,DB01307,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00477,insulin detemir,chlorpromazine,Moderate,Antagonism,Unknown
1045473,DB11315,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01010,methscopolamine,edrophonium,Moderate,Antagonism,Unknown
1045493,DB00515,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00911,cisplatin,tinidazole,Moderate,Synergism,Unknown
1045516,DB01197,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB06723,captopril,aluminum hydroxide,Minor,Antagonism,Unknown
1045531,DB00356,(.*) may increase the central nervous system depressant \(cns depressant\) activities of (.*).,DB00486,chlorzoxazone,nabilone,Moderate,Synergism,Unknown
1045537,DB08882,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB12095,linagliptin,telotristat ethyl,Moderate,Antagonism,Unknown
1045541,DB00668,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00335,epinephrine,atenolol,Moderate,Antagonism,Unknown
1045906,DB00927,the risk or severity of qtc prolongation can be increased when (.*) is combined with (.*).,DB09083,famotidine,ivabradine,Moderate,Synergism,Unknown
1046164,DB00620,the risk or severity of hypokalemia can be increased when (.*) is combined with (.*).,DB00390,triamcinolone,digoxin,Moderate,New Adverse,Hypokalemia
1046170,DB00738,(.*) may increase the hypoglycemic activities of (.*).,DB09038,pentamidine,empagliflozin,Moderate,Synergism,Unknown
1046254,DB08916,the serum concentration of (.*) can be increased when it is combined with (.*).,DB09039,afatinib,eliglustat,Moderate,Synergism,Unknown
1046295,DB12267,the metabolism of (.*) can be decreased when combined with (.*).,DB08882,brigatinib,linagliptin,Moderate,Synergism,Unknown
1046312,DB06292,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB01144,dapagliflozin,diclofenamide,Moderate,Synergism,Unknown
1046322,DB09104,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00377,magnesium hydroxide,palonosetron,Moderate,Synergism,Unknown
1046353,DB08868,(.*) may increase the immunosuppressive activities of (.*).,DB00860,fingolimod,prednisolone,Major,Synergism,Unknown
1046512,DB00959,the risk or severity of hyperglycemia can be increased when (.*) is combined with (.*).,DB01261,methylprednisolone,sitagliptin,Moderate,Synergism,Unknown
1046520,DB01234,the risk or severity of methemoglobinemia can be increased when (.*) is combined with (.*).,DB01002,dexamethasone,levobupivacaine,Minor,New Adverse,Methemoglobinemia
1046533,DB06710,the risk or severity of edema formation can be increased when (.*) is combined with (.*).,DB01222,methyltestosterone,budesonide,Moderate,New Adverse,Edema formation
1046598,DB00331,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00396,metformin,progesterone,Moderate,Antagonism,Unknown
1046644,DB01137,(.*) may increase the qtc-prolonging activities of (.*).,DB09083,levofloxacin,ivabradine,Major,Synergism,Unknown
1046685,DB00284,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00252,acarbose,phenytoin,Moderate,Antagonism,Unknown
1046838,DB09038,the therapeutic efficacy of (.*) can be increased when used in combination with (.*).,DB00264,empagliflozin,metoprolol,Moderate,Synergism,Unknown
1046907,DB01016,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01365,glyburide,mephentermine,Moderate,Antagonism,Unknown
1046970,DB00635,the risk or severity of gastrointestinal irritation can be increased when (.*) is combined with (.*).,DB00461,prednisone,nabumetone,Moderate,New Adverse,Gastrointestinal irritation
1047029,DB00333,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00771,methadone,clidinium,Moderate,New Adverse,Adverse effects
1047083,DB01067,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00871,glipizide,terbutaline,Moderate,Synergism,Unknown
1047132,DB09043,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB00396,albiglutide,progesterone,Moderate,Antagonism,Unknown
1047181,DB01082,(.*) may decrease the excretion rate of (.*) which could result in a higher serum level.,DB00681,streptomycin,amphotericin b,Moderate,Synergism,Unknown
1047199,DB00618,the serum concentration of (.*) can be decreased when it is combined with (.*).,DB13231,demeclocycline,calcium lactate,Moderate,Antagonism,Unknown
1047206,DB00530,(.*) can cause a decrease in the absorption of (.*) resulting in a reduced serum concentration and potentially a decrease in efficacy.,DB00213,erlotinib,pantoprazole,Major,Antagonism,Unknown
1047210,DB11057,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01224,mineral oil,quetiapine,Moderate,Antagonism,Unknown
1047278,DB11827,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB08815,ertugliflozin,lurasidone,Moderate,Antagonism,Unknown
1047311,DB00465,the risk or severity of adverse effects can be increased when (.*) is combined with (.*).,DB00945,ketorolac,acetylsalicylic acid,Major,Synergism,Unknown
1047432,DB00284,the therapeutic efficacy of (.*) can be decreased when used in combination with (.*).,DB01238,acarbose,aripiprazole,Moderate,Antagonism,Unknown
